"","salary","age","elevel","car","zipcode","credit","brand"
"769",31159.63353,56,2,4,6,482.15,"Belkin"
"771",68881.58878,65,1,17,3,550.69,"Belkin"
"772",101687.8286,70,3,1,6,612.36,"Belkin"
"773",117947.4157,20,3,20,1,668.77,"Elago"
"774",95389.18197,30,3,9,7,653.81,"Belkin"
"776",89665.78749,50,2,13,5,698.7,"Belkin"
"777",33788.15998,38,2,15,6,449.23,"Elago"
"778",94927.5763,28,2,3,4,623.87,"Belkin"
"780",59069.27979,62,1,8,7,584.31,"Belkin"
"782",33970.03333,72,2,15,5,515.61,"Belkin"
"783",35954.87712,42,1,20,7,482.81,"Elago"
"784",148694.4385,47,3,11,7,766.49,"Elago"
"787",30729.81976,77,2,20,2,471.18,"Elago"
"788",56722.89726,23,2,16,1,504.58,"Elago"
"790",140367.9208,77,2,13,2,697.15,"Belkin"
"791",146095.3486,58,3,3,1,788.16,"Elago"
"794",82446.19363,29,3,20,6,713.14,"Belkin"
"795",72494.00892,34,3,10,2,666.72,"Belkin"
"799",34564.88536,65,2,17,4,620.3,"Belkin"
"800",28974.22639,75,1,18,1,613.93,"Belkin"
"801",65482.0803,62,2,15,7,516.9,"Elago"
"802",127287.1331,28,3,17,2,660.61,"Elago"
"803",128725.3843,74,3,13,7,740.12,"Belkin"
"804",23718.03633,58,2,18,4,604.58,"Elago"
"805",83456.81767,44,2,17,8,692.01,"Belkin"
"806",101357.6474,56,3,13,7,630.19,"Belkin"
"808",141882.5577,79,4,1,1,721.71,"Elago"
"809",78520.15654,43,2,10,1,645.39,"Belkin"
"810",142192.9999,41,4,14,2,768.28,"Elago"
"811",30258.51712,36,1,8,8,567.35,"Elago"
"815",42746.87606,78,1,8,3,594.14,"Elago"
"816",141457.1859,80,4,1,5,805.81,"Elago"
"817",91860.92065,25,2,7,1,718.39,"Belkin"
"819",72634.53207,22,2,15,3,538.99,"Elago"
"820",108732.4739,37,3,13,0,632.67,"Elago"
"821",42448.85844,74,1,7,4,590.79,"Belkin"
"822",95474.28636,38,3,6,2,724.42,"Belkin"
"827",103134.0035,25,3,6,8,638.08,"Elago"
"828",107619.0525,35,3,6,8,689.85,"Elago"
"829",125459.6021,28,3,13,0,651.88,"Elago"
"831",73936.66781,62,2,8,1,670.47,"Belkin"
"832",106389.8201,40,3,5,6,630.31,"Belkin"
"833",39214.95888,46,2,12,5,550.24,"Elago"
"837",99663.97678,30,3,7,7,690,"Elago"
"839",126364.9852,62,3,14,7,776.04,"Elago"
"840",141284.625,49,4,1,2,741.7,"Elago"
"841",124233.7006,61,3,2,5,658.91,"Belkin"
"842",40634.47081,51,2,8,0,642.68,"Elago"
"843",143381.8982,75,3,11,1,714.41,"Belkin"
"845",74970.88354,53,2,10,3,701.18,"Belkin"
"846",142523.1906,28,3,11,2,771.09,"Elago"
"847",78917.66201,37,2,8,6,696,"Belkin"
"850",44723.7072,63,1,3,7,485.91,"Belkin"
"851",100760.862,59,3,4,1,596.63,"Belkin"
"852",57446.53666,72,3,20,3,520.53,"Belkin"
"854",106245.8458,30,3,4,1,631.05,"Elago"
"855",67776.72656,65,2,7,2,677.05,"Belkin"
"856",36627.44631,27,2,12,2,548.24,"Belkin"
"857",74029.82903,33,2,3,5,693.57,"Belkin"
"859",116254.2834,49,3,3,6,732.88,"Belkin"
"860",96067.70292,62,2,5,5,608.25,"Belkin"
"861",112495.5271,72,3,14,0,651.48,"Elago"
"862",73184.21911,66,3,10,0,691.07,"Belkin"
"864",121131.8858,71,2,19,2,614.01,"Elago"
"865",125624.1485,66,3,8,5,712.37,"Belkin"
"866",61314.43996,37,3,7,8,577.46,"Elago"
"867",113642.692,78,2,14,7,719.64,"Belkin"
"868",94351.30406,22,2,18,4,604.57,"Elago"
"870",136395.5352,50,3,13,7,692.62,"Elago"
"871",102915.1902,73,3,14,6,595.19,"Belkin"
"873",125104.3544,22,3,7,6,746.01,"Elago"
"874",65762.52034,50,1,10,1,564.29,"Elago"
"875",64427.84668,28,2,18,1,615.14,"Elago"
"876",48194.44333,41,1,6,2,621.9,"Elago"
"878",69279.65646,30,2,7,2,632.48,"Belkin"
"879",39470.56346,56,2,19,0,614.89,"Elago"
"881",99678.07645,70,2,8,1,720.46,"Elago"
"882",117839.3172,32,2,14,8,714.77,"Elago"
"884",107276.0244,55,3,13,8,704.85,"Belkin"
"885",100125.4586,42,2,19,6,693.1,"Belkin"
"886",140938.2283,74,4,1,3,799.6,"Elago"
"887",123433.643,61,3,7,6,750.24,"Belkin"
"888",148292.9824,51,3,4,5,742.69,"Elago"
"889",35558.01749,41,2,15,1,452.57,"Elago"
"890",52925.74515,53,2,8,7,604.78,"Elago"
"891",73056.41399,59,2,3,6,703.09,"Elago"
"894",86872.49729,49,2,7,7,664.61,"Belkin"
"895",124450.2161,35,3,14,1,773.09,"Elago"
"896",120117.9155,66,3,14,0,785.92,"Elago"
"899",127560.2551,80,4,1,5,770.95,"Elago"
"900",82324.82606,59,2,3,8,551,"Belkin"
"901",32985.69926,53,2,15,3,601.9,"Elago"
"902",116114.2996,22,3,8,6,746.17,"Elago"
"903",116443.4442,25,2,16,4,718.02,"Elago"
"904",150000,45,4,7,5,707.59,"Belkin"
"905",26144.81533,76,1,18,6,539.28,"Belkin"
"908",129603.157,46,2,6,6,784.2,"Belkin"
"910",60985.20632,64,2,16,4,606.78,"Belkin"
"912",95476.50332,40,3,6,5,620.75,"Belkin"
"913",26033.39138,52,1,18,3,577.28,"Elago"
"914",125704.9026,23,4,1,2,623.07,"Elago"
"917",113501.9525,62,2,10,6,642.95,"Elago"
"918",144100.9946,25,3,11,3,797.64,"Elago"
"920",63661.22623,69,2,5,3,599.12,"Belkin"
"921",85044.34633,78,2,19,6,650.87,"Belkin"
"922",104580.3986,80,3,13,4,627.61,"Belkin"
"923",75269.64199,70,2,3,5,640.42,"Belkin"
"924",113466.7685,71,3,7,0,639.35,"Elago"
"925",136781.2958,20,4,7,6,715.72,"Elago"
"926",54226.00583,64,2,8,4,580.44,"Belkin"
"928",110188.5272,28,3,3,8,672.74,"Elago"
"930",72666.31033,28,2,18,8,598.44,"Belkin"
"931",87572.47168,43,2,12,4,575.43,"Belkin"
"932",142922.4149,22,3,11,4,720.05,"Elago"
"934",80760.81688,20,2,1,6,545.79,"Elago"
"936",116566.9182,69,3,16,7,723.69,"Elago"
"937",110578.2051,62,2,3,3,685.98,"Belkin"
"940",62128.95905,24,3,12,5,673.42,"Belkin"
"941",110496.1009,72,2,3,6,740.83,"Belkin"
"943",134814.9187,32,3,2,2,688.35,"Elago"
"944",139815.3895,65,3,2,1,829.37,"Belkin"
"946",134731.5507,72,3,5,6,793.42,"Elago"
"947",73091.23871,36,3,4,3,661.87,"Belkin"
"950",44867.84805,33,1,20,5,470.14,"Elago"
"951",55787.65479,43,1,6,5,502.85,"Elago"
"952",54895.73228,31,3,17,2,598.32,"Elago"
"954",83087.68532,46,2,19,3,566.72,"Belkin"
"958",136330.381,50,3,3,5,762.26,"Elago"
"959",119455.7235,42,3,13,1,710.33,"Belkin"
"960",40068.38901,75,1,20,8,573.93,"Elago"
"962",114796.5658,49,3,12,7,633.03,"Belkin"
"963",45501.67627,74,2,3,8,633.13,"Belkin"
"964",98981.90513,35,3,4,2,650.54,"Belkin"
"965",105402.9766,64,3,6,7,669.45,"Elago"
"968",135165.9217,48,3,3,3,707.81,"Belkin"
"969",33517.26704,23,1,16,6,502.06,"Elago"
"970",137034.3766,71,3,4,2,732.27,"Elago"
"971",80371.70647,32,3,3,7,698.63,"Belkin"
"972",30133.32888,68,1,20,3,457.67,"Belkin"
"974",70920.03086,58,3,8,7,545.07,"Belkin"
"975",67411.1944,75,2,5,4,538.41,"Belkin"
"979",117784.2319,68,4,13,1,707.25,"Elago"
"980",47916.1722,28,2,20,8,622.96,"Elago"
"981",29476.64721,57,2,16,0,498.34,"Belkin"
"982",48448.40381,68,1,7,6,620.05,"Belkin"
"984",41196.09792,26,2,3,4,528.41,"Elago"
"985",65478.37057,41,1,10,5,632.56,"Belkin"
"986",44417.50134,35,2,15,6,596.21,"Elago"
"987",148689.0739,23,4,11,1,674.94,"Elago"
"988",78358.97271,76,3,10,7,665.4,"Elago"
"989",145761.9657,57,4,2,2,687.84,"Elago"
"990",71378.71469,47,3,17,3,582.89,"Elago"
"991",141055.5025,53,2,11,3,705.11,"Elago"
"994",128111.061,51,2,9,1,698.16,"Elago"
"995",53954.80644,60,3,15,2,517.03,"Elago"
"996",35517.70518,55,2,10,8,550.15,"Elago"
"1000",114270.3791,20,2,10,8,755.44,"Elago"
"1002",99666.36027,28,3,9,3,754.04,"Elago"
"1004",99382.50267,40,2,14,8,749.67,"Belkin"
"1005",107348.1711,47,3,3,2,726.63,"Belkin"
"1006",97490.33187,28,2,14,8,685.27,"Belkin"
"1007",150000,79,3,11,1,699.67,"Belkin"
"1008",107419.5197,69,3,16,8,631.6,"Belkin"
"1009",128750.7641,47,2,9,0,661.35,"Elago"
"1011",136504.5211,58,3,10,1,811.51,"Elago"
"1012",109751.8984,29,3,19,8,669.05,"Elago"
"1013",93531.10539,43,3,3,2,698.45,"Belkin"
"1015",32246.91972,62,2,15,5,545.19,"Belkin"
"1016",117517.5831,70,4,14,8,611.04,"Belkin"
"1017",47688.70925,31,2,3,8,500.4,"Elago"
"1018",59659.51952,59,1,3,7,563.18,"Belkin"
"1019",35462.45329,30,1,20,1,507.14,"Elago"
"1020",86331.91846,65,3,16,8,627.23,"Elago"
"1021",104110.0887,69,2,6,1,727.45,"Belkin"
"1023",24116.08657,48,2,20,8,472.12,"Elago"
"1024",104019.8085,49,3,3,3,637.58,"Belkin"
"1026",57999.77726,55,2,10,2,675.44,"Elago"
"1029",60293.10512,37,2,15,7,578.06,"Elago"
"1031",113343.3946,26,3,8,2,751.44,"Elago"
"1032",106225.3169,62,3,2,5,728.99,"Elago"
"1033",59391.13396,31,1,20,1,510.74,"Belkin"
"1034",45570.47552,57,2,20,5,506.32,"Elago"
"1035",31456.96591,75,2,15,7,512.42,"Elago"
"1036",132267.7932,60,2,3,0,696.27,"Belkin"
"1040",92620.25207,35,3,12,3,570.25,"Belkin"
"1041",73644.95884,46,3,3,8,653.5,"Elago"
"1042",104261.4461,70,2,10,4,626.84,"Elago"
"1043",90951.99693,57,2,9,7,565.3,"Belkin"
"1044",145424.8692,22,4,1,1,731.72,"Belkin"
"1045",124197.4352,72,3,13,1,680.93,"Belkin"
"1047",41041.29725,73,1,7,4,602.04,"Elago"
"1049",143842.2927,78,4,13,1,785.92,"Belkin"
"1050",26390.09641,20,2,18,1,586.78,"Elago"
"1051",42632.70646,70,2,6,5,601.82,"Belkin"
"1053",122874.3465,27,3,17,2,771.43,"Elago"
"1054",93739.27224,67,2,2,8,634.43,"Elago"
"1055",74424.89987,71,2,8,6,532.32,"Belkin"
"1057",108239.3476,64,2,4,2,591.88,"Belkin"
"1059",136848.7121,44,3,10,7,657.61,"Elago"
"1062",23644.73966,32,1,20,1,443.14,"Elago"
"1063",130411.4223,26,3,1,2,653.95,"Elago"
"1065",88461.78477,20,2,10,8,684.37,"Elago"
"1066",121275.6285,35,3,1,8,662.56,"Elago"
"1067",142318.763,47,4,1,1,796.54,"Elago"
"1068",89108.7053,28,2,3,1,663.87,"Belkin"
"1069",73105.74437,28,3,8,5,634.51,"Belkin"
"1070",114924.9265,38,3,1,3,668.07,"Elago"
"1072",114450.8183,68,3,14,5,631.47,"Elago"
"1073",72343.86921,57,1,7,5,664.04,"Belkin"
"1074",104566.0781,51,2,13,8,620.66,"Belkin"
"1075",133120.0219,32,3,10,1,762.25,"Elago"
"1076",34956.98471,31,2,18,2,481.66,"Elago"
"1078",113931.1292,26,2,13,3,615.79,"Elago"
"1079",132800.9865,51,3,17,7,678.49,"Elago"
"1080",148495.4447,62,3,11,1,801.93,"Belkin"
"1081",37941.33513,41,2,8,1,543.98,"Elago"
"1082",102495.8878,31,3,13,4,651.49,"Belkin"
"1083",51945.93377,23,2,8,6,592.94,"Elago"
"1084",107010.0932,79,3,3,5,630.79,"Elago"
"1086",61926.03154,62,2,7,2,630.1,"Belkin"
"1087",59844.75124,24,2,10,6,671.5,"Elago"
"1088",74937.43956,38,3,7,7,590.63,"Elago"
"1090",27888.88849,75,2,20,6,480.73,"Belkin"
"1091",93606.97558,60,3,13,6,666.45,"Belkin"
"1095",150000,66,3,11,3,760.89,"Belkin"
"1097",145242.6441,43,4,9,6,798.8,"Elago"
"1098",29795.47325,24,1,15,8,591.1,"Elago"
"1099",54823.25376,29,2,15,0,570.27,"Elago"
"1100",25296.59415,28,1,7,6,546.42,"Elago"
"1102",20428.46399,71,2,18,2,472.25,"Belkin"
"1103",31327.01506,37,2,18,5,532.87,"Elago"
"1104",87113.10907,32,2,17,5,671.15,"Belkin"
"1106",55058.66772,70,1,19,5,599.86,"Belkin"
"1107",64534.64297,50,2,7,2,631.82,"Belkin"
"1109",66182.50284,72,2,5,2,573.27,"Belkin"
"1110",65135.79318,41,1,17,3,576.26,"Belkin"
"1111",138844.5267,42,3,5,7,780.98,"Elago"
"1112",145802.5209,26,3,12,8,727.38,"Elago"
"1113",82497.98497,33,2,3,7,693.02,"Elago"
"1115",21281.29727,68,1,15,0,521.05,"Belkin"
"1116",49001.5195,54,2,15,2,642.95,"Elago"
"1118",118761.9714,72,2,17,1,647.1,"Belkin"
"1121",80684.54842,71,2,3,8,648.88,"Belkin"
"1122",79299.77165,55,3,15,0,581.42,"Belkin"
"1124",28663.42569,64,2,18,2,576.64,"Belkin"
"1125",56813.62411,73,1,15,6,644.31,"Elago"
"1127",38648.84191,45,2,1,8,602.3,"Elago"
"1128",96033.56517,57,2,14,6,740.94,"Belkin"
"1129",26578.44061,36,2,18,3,459.14,"Elago"
"1130",65123.31363,22,1,3,5,537.77,"Elago"
"1131",140428.397,43,3,11,3,736.83,"Elago"
"1132",34673.53384,26,1,18,8,608.79,"Elago"
"1133",68721.42063,34,2,12,0,693.18,"Belkin"
"1134",122906.818,50,3,9,2,640.47,"Belkin"
"1136",122527.0942,71,2,4,8,777.21,"Belkin"
"1137",67810.95809,30,3,5,1,569.69,"Belkin"
"1138",111619.476,37,3,2,3,632.82,"Elago"
"1140",104113.6318,62,2,19,0,645.63,"Belkin"
"1142",136238.7174,51,3,10,6,763.4,"Elago"
"1143",24611.81496,45,1,3,8,554.95,"Elago"
"1145",21529.43334,34,1,18,6,547.94,"Elago"
"1146",67009.88159,59,3,6,1,634.76,"Belkin"
"1148",134523.5603,50,3,14,5,714.19,"Elago"
"1149",100793.1147,26,3,7,4,708.37,"Elago"
"1152",66441.06836,52,3,5,3,604.08,"Belkin"
"1153",60947.39559,67,2,15,8,681,"Belkin"
"1154",24178.67841,75,1,15,2,458.36,"Belkin"
"1157",42269.0226,28,2,1,4,645.76,"Elago"
"1158",80955.68493,39,2,2,8,573.88,"Belkin"
"1160",25902.2661,50,1,18,3,526.09,"Elago"
"1161",110263.9155,64,2,2,5,672.5,"Belkin"
"1162",39000.76624,43,2,8,4,522.43,"Elago"
"1163",128071.5556,20,4,8,0,775.53,"Elago"
"1164",125868.6851,43,3,7,6,644.52,"Belkin"
"1165",108660.4279,80,3,4,8,632.32,"Belkin"
"1166",122813.4214,55,3,4,0,617.18,"Elago"
"1168",133675.371,36,4,9,0,732.11,"Elago"
"1171",144501.4303,67,3,7,4,673.26,"Elago"
"1172",32847.01061,40,2,15,0,565.3,"Elago"
"1173",38780.46609,50,1,8,6,583.52,"Elago"
"1174",60471.41334,35,3,17,2,592.99,"Elago"
"1175",94419.25634,67,2,12,6,637.91,"Elago"
"1178",25598.01976,66,2,1,7,520.17,"Belkin"
"1179",137949.2623,76,4,19,5,718.66,"Elago"
"1181",58230.61728,55,1,3,8,642.23,"Elago"
"1182",115520.8429,25,2,7,3,623.73,"Elago"
"1184",106437.4556,41,3,13,0,588.72,"Belkin"
"1185",100700.0597,70,3,8,3,598.53,"Belkin"
"1186",86008.62665,66,2,15,7,693.25,"Elago"
"1188",30340.27763,31,2,10,4,563.95,"Elago"
"1189",84634.00726,71,2,3,8,725.69,"Belkin"
"1190",135119.534,25,3,3,2,735.39,"Elago"
"1191",146079.1786,80,4,6,7,804.09,"Elago"
"1192",76410.38797,28,2,3,8,598.11,"Belkin"
"1193",22735.74813,53,1,20,5,512.42,"Elago"
"1194",140490.188,37,2,1,5,799.4,"Elago"
"1197",120759.2224,66,4,19,2,706.31,"Elago"
"1198",58256.33954,47,1,8,6,633.89,"Elago"
"1199",69521.65164,75,2,7,5,650.41,"Belkin"
"1200",143284.0101,79,4,1,1,820.73,"Belkin"
"1201",80502.01147,20,2,16,3,713.53,"Elago"
"1202",99710.36487,60,2,19,7,692.78,"Elago"
"1204",56768.3527,71,2,15,6,592.63,"Belkin"
"1205",112154.4759,56,3,2,1,612.2,"Belkin"
"1206",80244.48644,34,2,13,4,542.85,"Belkin"
"1210",103423.4712,47,2,17,5,615.01,"Belkin"
"1211",87580.91422,75,2,18,8,652.72,"Elago"
"1212",37540.56794,47,2,15,8,519.05,"Elago"
"1213",80675.07645,23,3,8,5,679.99,"Elago"
"1214",112577.4471,25,3,1,3,763.36,"Elago"
"1216",44226.33717,21,2,10,3,507.34,"Elago"
"1217",109510.0036,26,2,16,0,643.08,"Elago"
"1218",99643.08396,39,3,19,5,695.93,"Elago"
"1219",85654.4384,29,2,3,7,637.08,"Belkin"
"1220",80758.20799,61,3,5,7,570.26,"Belkin"
"1221",84950.29133,54,2,19,0,651.14,"Belkin"
"1222",146852.6801,47,4,1,4,771.72,"Elago"
"1223",103866.8996,62,3,3,0,711.35,"Elago"
"1224",66937.6232,62,2,7,8,535.59,"Belkin"
"1226",128999.9356,52,3,6,0,683.82,"Belkin"
"1227",30751.2093,60,1,20,6,495.28,"Elago"
"1228",113989.8689,77,3,17,2,736.02,"Elago"
"1230",150000,56,3,11,0,735.12,"Belkin"
"1231",56614.31802,39,2,16,0,563.22,"Elago"
"1232",28298.71985,76,2,15,3,452.78,"Belkin"
"1233",38574.65359,50,2,10,5,630.88,"Elago"
"1236",29341.11401,62,2,20,2,488.92,"Belkin"
"1237",47920.9346,40,2,17,2,569.06,"Belkin"
"1238",140340.5835,71,2,11,4,692.15,"Belkin"
"1239",96853.94777,39,3,5,6,688.36,"Elago"
"1240",77297.76575,37,3,13,1,561.12,"Belkin"
"1241",90380.44913,28,2,17,0,556,"Belkin"
"1242",83314.39233,40,3,13,3,654.75,"Belkin"
"1244",36236.05613,25,2,18,8,616.33,"Elago"
"1246",148613.4177,58,3,17,0,736.74,"Elago"
"1248",111937.8443,23,3,14,3,644.78,"Elago"
"1249",130496.3028,33,3,10,5,657.36,"Elago"
"1250",117185.4423,22,4,1,8,772.33,"Elago"
"1252",105509.2957,80,3,16,1,706.35,"Elago"
"1253",99516.77555,40,3,2,4,735.17,"Belkin"
"1254",143037.5943,58,4,1,0,721.05,"Elago"
"1255",41324.67278,58,2,15,4,484.01,"Belkin"
"1256",150000,34,3,2,7,742.34,"Elago"
"1257",137234.0001,24,3,14,4,778.59,"Elago"
"1259",71959.96216,72,3,3,3,582.5,"Belkin"
"1261",111764.4753,41,3,12,8,706.18,"Belkin"
"1262",130084.7315,50,3,14,0,717.52,"Elago"
"1265",43758.49136,39,2,15,6,647.34,"Elago"
"1267",144989.4332,65,4,11,1,670.15,"Belkin"
"1268",75185.55247,59,3,12,7,577.66,"Belkin"
"1269",123644.9499,42,3,19,2,779.93,"Belkin"
"1270",76985.14944,32,2,5,0,587.14,"Belkin"
"1272",44833.17066,72,2,16,0,614.52,"Elago"
"1273",108415.456,29,2,13,5,770.04,"Elago"
"1274",125665.203,70,3,3,1,643.62,"Belkin"
"1275",53044.48878,48,2,16,7,502.91,"Elago"
"1276",103896.0518,46,2,9,3,734.96,"Belkin"
"1278",150000,42,3,13,3,668.47,"Elago"
"1279",31163.0723,44,1,8,3,480.33,"Elago"
"1280",24347.9063,61,2,15,7,573.93,"Elago"
"1284",41055.19292,45,2,5,7,550.89,"Elago"
"1285",41864.3411,60,2,15,5,485.45,"Elago"
"1286",117416.1721,38,4,1,4,776.06,"Belkin"
"1287",144249.1794,41,3,20,2,700.03,"Elago"
"1288",30304.35558,74,2,18,8,529.82,"Belkin"
"1289",30129.69127,55,2,15,4,581.24,"Elago"
"1295",88245.89765,40,2,8,7,570.32,"Belkin"
"1296",90344.10983,60,2,12,3,675.01,"Belkin"
"1297",127800.5234,66,3,14,2,765.26,"Belkin"
"1298",27821.99848,23,2,15,5,617.12,"Elago"
"1299",79704.29436,31,2,2,7,598.91,"Belkin"
"1301",37534.0655,70,2,8,3,483.47,"Elago"
"1302",133475.5708,70,3,4,1,712.96,"Elago"
"1304",138846.0279,64,3,12,6,738.09,"Belkin"
"1305",48764.48978,75,1,20,0,522.48,"Belkin"
"1306",22624.25744,60,1,15,8,575.58,"Belkin"
"1308",55843.73903,24,1,7,6,588.45,"Elago"
"1310",120779.2339,21,3,6,0,789.2,"Elago"
"1312",137207.4279,43,4,3,5,752.66,"Elago"
"1313",81121.27129,27,3,19,7,608.16,"Elago"
"1315",90805.5622,25,2,13,2,683.24,"Elago"
"1316",134127.3122,28,3,10,4,719.77,"Elago"
"1317",134585.2666,65,4,14,8,675.35,"Elago"
"1318",141034.7499,48,4,13,8,765.16,"Elago"
"1319",106900.7483,76,3,17,4,670.05,"Belkin"
"1322",116953.1442,32,2,3,3,669.51,"Elago"
"1323",125173.2032,42,3,5,8,777.3,"Elago"
"1327",23808.83244,46,1,15,1,480.42,"Elago"
"1328",22177.21115,74,1,18,5,593.34,"Belkin"
"1329",146815.8149,35,3,11,2,713.36,"Belkin"
"1331",145748.1856,48,3,11,5,745.78,"Elago"
"1333",104465.5231,25,3,16,5,611.01,"Belkin"
"1335",97779.87744,73,2,14,2,640.69,"Elago"
"1338",20000,24,2,15,0,464.61,"Elago"
"1340",129241.1412,33,4,20,0,746.03,"Elago"
"1342",80815.98034,48,3,17,5,585.7,"Belkin"
"1343",69194.58286,41,3,16,8,609.97,"Belkin"
"1344",146063.7036,32,4,11,7,809.11,"Elago"
"1346",98200.5171,49,2,2,0,652.97,"Belkin"
"1347",125145.9792,30,3,5,6,767.07,"Elago"
"1349",131577.7479,28,3,20,4,786.06,"Elago"
"1350",109015.3841,70,2,16,2,729.15,"Belkin"
"1351",36555.45539,55,1,8,7,495.33,"Elago"
"1354",77404.47374,30,3,15,3,591.23,"Belkin"
"1355",49444.07733,40,2,19,7,492.73,"Belkin"
"1356",60538.06019,38,2,16,8,564.2,"Elago"
"1357",101537.1003,34,3,16,5,691.06,"Elago"
"1358",119593.8781,32,2,14,5,766.23,"Elago"
"1359",78437.77169,30,2,20,8,635.78,"Belkin"
"1360",46011.38948,45,1,16,0,533.57,"Elago"
"1362",39317.82858,72,1,19,8,490.15,"Belkin"
"1364",120829.8944,67,3,9,2,760.71,"Belkin"
"1365",86434.28991,25,2,1,6,719.59,"Belkin"
"1366",54647.4887,37,2,8,5,526.52,"Elago"
"1367",123176.0401,78,3,14,2,767.95,"Belkin"
"1369",90744.99254,28,3,18,6,585.2,"Belkin"
"1370",53485.29872,71,1,18,7,523.49,"Belkin"
"1371",143086.8136,43,3,13,3,770.48,"Elago"
"1372",81299.60944,59,3,17,5,690.45,"Belkin"
"1373",130244.8511,24,3,2,2,808.45,"Elago"
"1374",34430.79152,69,2,18,1,544.72,"Elago"
"1376",67476.25629,53,1,5,7,661.9,"Elago"
"1378",69905.41191,48,2,8,8,657.14,"Elago"
"1379",20726.11481,27,1,15,5,496.63,"Elago"
"1380",40376.68634,68,2,7,3,623.31,"Belkin"
"1381",48790.47205,29,3,8,1,502.55,"Belkin"
"1383",112571.6184,48,2,14,1,630.86,"Belkin"
"1385",87930.65078,77,3,13,2,641.18,"Belkin"
"1386",21332.39854,68,1,18,5,564.17,"Elago"
"1387",149141.3081,41,3,11,7,743.5,"Elago"
"1388",148546.1232,62,3,11,0,685.62,"Elago"
"1389",73667.24824,80,2,8,4,542.26,"Belkin"
"1391",78574.23672,23,3,20,4,699.1,"Belkin"
"1392",113862.8244,40,2,13,5,716.9,"Elago"
"1395",37956.59529,20,2,4,6,497.17,"Elago"
"1396",85731.41133,65,2,6,7,697.08,"Elago"
"1397",118430.3131,78,3,4,7,678.96,"Belkin"
"1399",138723.0641,25,2,2,4,767,"Elago"
"1400",77216.61098,49,2,15,2,535.49,"Elago"
"1401",37275.85299,51,2,7,4,508.93,"Elago"
"1402",44528.89594,60,1,3,5,552.26,"Belkin"
"1405",43727.80569,43,2,19,1,540.14,"Elago"
"1407",35559.93121,29,2,3,6,604.18,"Elago"
"1408",147433.961,79,3,11,8,824.12,"Belkin"
"1409",150000,51,4,1,4,803.5,"Elago"
"1410",94383.7604,72,2,13,6,593.86,"Elago"
"1412",34158.42013,80,2,3,3,533.13,"Belkin"
"1413",29769.79227,30,2,20,8,491.85,"Belkin"
"1414",133669.9878,64,4,8,1,796.54,"Belkin"
"1415",24559.97126,35,1,15,2,589.16,"Elago"
"1416",64764.65884,44,3,17,0,594.63,"Elago"
"1420",38483.37299,51,1,3,6,546.64,"Elago"
"1423",137975.9601,63,3,10,5,818.8,"Belkin"
"1424",80289.20271,41,2,7,0,573.04,"Belkin"
"1426",81353.27304,34,2,20,6,703.51,"Belkin"
"1428",93277.65964,32,2,3,2,632.51,"Belkin"
"1429",114498.1676,69,3,14,2,614.9,"Elago"
"1431",127615.4629,30,2,12,0,783.57,"Elago"
"1433",129134.939,23,3,4,7,689.23,"Elago"
"1434",23520.41143,72,1,8,7,542.99,"Belkin"
"1435",150000,40,4,1,2,723.91,"Elago"
"1437",42479.887,34,1,7,3,511.76,"Elago"
"1438",95988.15653,23,3,16,0,605.08,"Elago"
"1440",82088.71723,39,3,1,0,621.34,"Belkin"
"1441",149353.6836,24,3,10,3,804.96,"Elago"
"1442",50685.87318,62,1,10,4,588.92,"Belkin"
"1443",78747.73678,37,2,10,3,620.25,"Belkin"
"1444",43502.11515,47,2,17,2,535.85,"Elago"
"1446",40712.90078,56,2,17,8,599.6,"Belkin"
"1447",118835.8675,67,3,16,7,693.3,"Elago"
"1451",35114.60474,80,2,7,7,531.67,"Elago"
"1452",127396.7897,60,3,5,6,791.8,"Elago"
"1453",83261.76268,62,2,7,4,582.37,"Belkin"
"1455",71096.81835,76,3,15,8,657.26,"Belkin"
"1456",62350.67717,61,3,8,8,567.03,"Elago"
"1459",106020.7071,37,3,2,2,625.2,"Elago"
"1463",46860.7284,56,2,7,7,603.8,"Elago"
"1464",92737.89157,26,2,1,0,657.99,"Belkin"
"1466",72976.39469,27,3,6,8,609.25,"Elago"
"1467",134067.1765,62,2,1,7,753.82,"Belkin"
"1468",74842.39939,34,2,8,6,592.84,"Belkin"
"1469",62858.62681,78,2,16,5,576.86,"Belkin"
"1470",39718.43772,23,2,17,5,530.49,"Elago"
"1471",124966.6544,48,2,1,0,711.45,"Elago"
"1473",144289.5569,31,4,7,7,698.54,"Elago"
"1474",24101.9725,64,1,8,6,490.91,"Elago"
"1475",113498.6125,75,3,5,7,680.28,"Belkin"
"1476",133293.4448,55,2,3,7,788.15,"Elago"
"1479",82983.56062,32,3,17,4,709.05,"Belkin"
"1480",49543.45448,46,1,17,4,546.08,"Elago"
"1482",53199.4441,58,3,8,3,595.81,"Belkin"
"1483",111779.2375,28,2,5,0,606.96,"Elago"
"1486",34125.40453,23,2,15,0,462.74,"Elago"
"1487",48893.37009,22,2,17,6,637.15,"Elago"
"1488",98564.85543,68,2,6,7,705.64,"Belkin"
"1489",75029.66247,68,2,7,2,611.56,"Belkin"
"1491",23207.47479,26,2,8,3,505.44,"Elago"
"1492",66936.4148,28,2,6,8,615.2,"Belkin"
